Name of Institution,Street Address,City,ZIP Code,County,Georeference
Jeff Bank,18 Anawana Lake Road,Monticello,12701,Sullivan,POINT (-74.67665 41.66733)
Jeff Bank,20-22 Fowler Street,Port Jervis,12771,Orange,POINT (-74.6903 41.37264)
Jeff Bank,1460 State Route 17B,White Lake,12786,Sullivan,POINT (-74.82855 41.67401)
Jeff Bank,4499 State Route 17B,Callicoon,12723,Sullivan,POINT (-75.04487 41.76179)
Jeff Bank,155 Kirk Road,Narrowsburg,12764,Sullivan,POINT (-75.05626 41.61354)
Jeff Bank,85 Main Street,Bloomingburg,12721,Sullivan,POINT (-74.44058 41.55468)
Jeff Bank,2930 State Route 209,Wurtsboro,12790,Sullivan,POINT (-74.49865 41.56594)
Jeff Bank,561 Route 55,Eldred,12732,Sullivan,POINT (-74.88483 41.52656)
Jeff Bank,4864 Route 52,Jeffersonville,12748,Sullivan,POINT (-74.93385 41.78073)
Jeff Bank,33 Main Street,Livingston Manor,12758,Sullivan,POINT (-74.82665 41.90151)
Jeff Bank,19 Forestburgh Road,Monticello,12701,Sullivan,POINT (-74.69596 41.65575)
Jeff Bank,1278 Route 52,Loch Sheldrake,12759,Sullivan,POINT (-74.66424 41.77775)
Jeff Bank,19 Church Street,Liberty,12754,Sullivan,POINT (-74.74316 41.79908)
John V Ward Sr.,100 Broadway,Menands,12204,Albany,POINT (-73.73187 42.68331)
Jovia Financial Credit Union,2 East Main Street,Bayshore,11706,Suffolk,POINT (-73.24774 40.72153)
Jovia Financial Credit Union,1157 Wantagh Avenue,Wantagh,11793,Nassau,POINT (-73.50626 40.69446)
Jovia Financial Credit Union,1636 Marcus Avenue,New Hyde Park,11040,Nassau,POINT (-73.68618 40.7544)
Jovia Financial Credit Union,90 Northern Boulevard,Greenvale,11548,Nassau,POINT (-73.62979 40.80901)
Jovia Financial Credit Union,6414 Jericho Turnpike,Commack,11725,Suffolk,POINT (-73.29335 40.84304)
Jovia Financial Credit Union,556 Merrick Road,Rockville Centre,11570,Nassau,POINT (-73.63353 40.65406)
Jovia Financial Credit Union,1000 Corporate Drive,Westbury,11590,Nassau,POINT (-73.60059 40.74043)
Jovia Financial Credit Union,648 Hempstead Turnpike,Franklin Square,11010,Nassau,POINT (-73.66384 40.70706)
Jovia Financial Credit Union,525 Old Country Road,Plainview,11803,Nassau,POINT (-73.49937 40.76966)
Jovia Financial Credit Union,103 Jackson Avenue,Syosset,11791,Nassau,POINT (-73.50226 40.82311)
Jovia Financial Credit Union,264 East Merrick Road,Valley Stream,11582,Nassau,POINT (-73.68872 40.66189)
Jovia Financial Credit Union,721 East Jericho Turnpike,Huntington Station,11746,Suffolk,POINT (-73.38267 40.83503)
Jovia Financial Credit Union,5455 Merrick Road,Massapequa,11762,Nassau,POINT (-73.43582 40.66852)
"Key Bank, National Association",313 Main Street,Eastchester,10709,Westchester,POINT (-73.81551 40.95386)
"Key Bank, National Association",87 Route 59,Monsey,10952,Rockland,POINT (-74.06783 41.10732)
"Key Bank, National Association",12 Spencerport Road,Gates,14606,Monroe,POINT (-77.69462 43.16703)
"Key Bank, National Association",726 Exchange Street,Buffalo,14210,Erie,POINT (-78.84972 42.87454)
"Key Bank, National Association",1510 West Genesee Street,Syracuse,13204,Onondaga,POINT (-76.18425 43.05233)
"Key Bank, National Association",221 Congress Street (Suite 101),Saratoga Springs,12866,Saratoga,POINT (-73.79125 43.07972)
"Key Bank, National Association",138 Albany Street,Cazenovia,13035,Madison,POINT (-75.84887 42.92951)
"Key Bank, National Association",84 North Plank Road,Newburgh,12550,Orange,POINT (-74.03299 41.52632)
"Key Bank, National Association",2911 Walden Avenue,Depew,14043,Erie,POINT (-78.72705 42.90853)
"Key Bank, National Association",2600 Route 55,Poughquag,12570,Dutchess,POINT (-73.68533 41.62295)
"Key Bank, National Association","3413 West Genesee Street, Unit 202",Syracuse,13219,Onondaga,POINT (-76.22987 43.0477)
"Key Bank, National Association",282 Main Street,Binghamton,13905,Broome,POINT (-75.93986 42.10855)
"Key Bank, National Association",2255  East Ridge Road,Rochester,14622,Monroe,POINT (-77.56005 43.20357)
"Key Bank, National Association",5207 Broadway,Lancaster,14086,Erie,POINT (-78.68045 42.90084)
"Key Bank, National Association",50 East Main Street,Westfield,14787,Chautauqua,POINT (-79.57653 42.32272)
"Key Bank, National Association",2397 Maple Road,Amherst,14221,Erie,POINT (-78.69718 42.98929)
"Key Bank, National Association",93 North Middletown Road,Pearl River,10965,Rockland,POINT (-74.01344 41.06249)
"Key Bank, National Association",70 Lyell Avenue,Rochester,14608,Monroe,POINT (-77.62595 43.16503)
"Key Bank, National Association",75 Main Street,Saranac Lake,12983,Franklin,POINT (-74.13155 44.32653)
"Key Bank, National Association",2495 Main Street,Buffalo,14214,Erie,POINT (-78.842388978 42.935732106)
"Key Bank, National Association",57 South Buffalo,Hamburg,14075,Erie,POINT (-78.82949 42.71433)
"Key Bank, National Association",1 New Hartford Shopping Center,New Hartford,13413,Oneida,POINT (-75.29837 43.07688)
"Key Bank, National Association",525 Vischer Ferry Road,Clifton Park,12065,Saratoga,POINT (-73.81976 42.86846)
"Key Bank, National Association",151 Church Street,Saranac Lake,12983,Franklin,POINT (-74.13061 44.32877)
"Key Bank, National Association",119 Temple Hill Road,Vails Gate,12584,Orange,POINT (-74.05853 41.45549)
"Key Bank, National Association",2157 Main Street,Buffalo,14214,Erie,POINT (-78.84927 42.92864)
"Key Bank, National Association",239 Van Rensselaer Street,Buffalo,14210,Erie,POINT (-78.85059 42.87588)
"Key Bank, National Association",4224 Ridge Lea Road,Amherst,14226,Erie,POINT (-78.81335 42.99683)
"Key Bank, National Association",160 Fairview Avenue,Hudson,12534,Columbia,POINT (-73.76514 42.25682)
"Key Bank, National Association",66 Main Street,Yonkers,10701,Westchester,POINT (-73.90137 40.93466)
"Key Bank, National Association",767 New Loudon Rd,Latham,12110,Albany,POINT (-73.76126 42.74466)
"Key Bank, National Association",20974 State Route 3,Watertown,13601,Jefferson,POINT (-75.95388 43.9749)
"Key Bank, National Association",1900 Central Avenue,Albany,12205,Albany,POINT (-73.853 42.73454)
"Key Bank, National Association",9640 Transit Road,Amherst,14051,Erie,POINT (-78.69693 43.03157)
"Key Bank, National Association",7670 Highbridge Road,Manlius,13104,Onondaga,POINT (-75.98499 43.00584)
"Key Bank, National Association",555 Patroon Creek Boulevard,Albany,12205,Albany,POINT (-73.80732 42.68381)
"Key Bank, National Association",3050 Niagara Falls Boulevard,Amherst,14228,Erie,POINT (-78.82417 43.03771)
"Key Bank, National Association",3301 Winton Road South,Rochester,14623,Monroe,POINT (-77.58271 43.08785)
"Key Bank, National Association",5334 Southwestern Boulevard,Hamburg,14075,Erie,POINT (-78.8685 42.74249)
"Key Bank, National Association",514 Main Street,Medina,14103,Orleans,POINT (-78.38691 43.21998)
"Key Bank, National Association",8489 South Main Street,Evans Mills,13637,Jefferson,POINT (-75.8074 44.08756)
"Key Bank, National Association",201 Amherst Drive,Buffalo,14207,Erie,POINT (-78.8959 42.93595)
"Key Bank, National Association",1655 Military Road,Niagara Falls,14304,Niagara,POINT (-78.97245 43.09535)
"Key Bank, National Association",145 Eastern Boulevard,Canandaigua,14424,Ontario,POINT (-77.26389 42.877)
"Key Bank, National Association",2628 Route 23,Hillsdale,12529,Columbia,POINT (-73.52642 42.1791)
"Key Bank, National Association",3565 Main Street,Stone Ridge,12484,Ulster,POINT (-74.13983 41.85231)
"Key Bank, National Association",250 Delaware Avenue,Buffalo,14202,Erie,POINT (-78.87659 42.89124)
"Key Bank, National Association",41 Main Street,Massena,13662,Franklin,POINT (-74.89305 44.93204)
"Key Bank, National Association",11 Division Street,Amsterdam,12010,Montogomery,POINT (-74.19308 42.9388)
"Key Bank, National Association",804 Hopkins Road,Amherst,14221,Erie,POINT (-78.73993 43.00194)
"Key Bank, National Association",4141 South Salina Street,Syracuse,13205,Onondaga,POINT (-76.14229 43.0081)
"Key Bank, National Association",7950 Brewerton Rd.,Cicero,13039,Onondaga,POINT (-76.12208 43.15528)
"Key Bank, National Association",5737 South Transit Road,Lockport,14094,Niagara,POINT (-78.69629 43.14737)
"Key Bank, National Association",21 Cottage Street,Lockport,14094,Niagara,POINT (-78.6936 43.16883)
"Key Bank, National Association",55 Burnett Boulevard,Poughkeepsie,12603,Dutchess,POINT (-73.88852 41.69952)
"Key Bank, National Association",545 Route 211 East,Middletown,10941,Orange,POINT (-74.37481 41.46415)
"Key Bank, National Association",200 Washington Street,Watertown,13601,Jefferson,POINT (-75.91095 43.97384)
"Key Bank, National Association",281 Troy Road,Rensselaer,12144,Rensselaer,POINT (-73.69951 42.64291)
"Key Bank, National Association",820 Second Ave.,Troy,12182,Rensselaer,POINT (-73.67273 42.78384)
"Key Bank, National Association",3636 Dewey Avenue,Rochester,14616,Monroe,POINT (-77.64648 43.23605)
"Key Bank, National Association",9760 Main Street,Croghan,13327,Lewis,POINT (-75.39192 43.89282)
"Key Bank, National Association",3177 Latta Road,Rochester,14612,Monroe,POINT (-77.69876 43.25163)
"Key Bank, National Association",66 South Pearl Street,Albany,12207,Albany,POINT (-73.75402 42.64771)
"Key Bank, National Association",84 Main Street,Attica,14011,Wyoming,POINT (-78.28033 42.86402)
"Key Bank, National Association",9094 Erie Road,Evans,14006,Erie,POINT (-79.04946 42.63742)
"Key Bank, National Association",86 Main Street --- Route 66,Wynantskill,12198,Rensselaer,POINT (-73.6467 42.69688)
"Key Bank, National Association",268 Grant Avenue,Auburn,13021,Cayuga,POINT (-76.54489 42.9526)
"Key Bank, National Association",9015 North Seneca Street,Weedsport,13166,Cayuga,POINT (-76.55927 43.05379)
"Key Bank, National Association",355 West Genesee Street,Auburn,13021,Cayuga,POINT (-76.59103 42.91989)
"Key Bank, National Association",973 Main Street,Buffalo,14203,Erie,POINT (-78.86964 42.90022)
"Key Bank, National Association",7350 Niagra Falls Boulevard,Niagra Falls,14304,Niagara,POINT (-78.98015 43.08832)
"Key Bank, National Association",1675 Walden Avenue,Cheektowaga,14225,Erie,POINT (-78.77549 42.90718)
"Key Bank, National Association",One Hudson City Center,Hudson,12534,Columbia,POINT (-73.78047 42.24762)
"Key Bank, National Association",2938 US Highway 9,Valatie,12184,Columbia,POINT (-73.68689 42.42637)
"Key Bank, National Association",1674 Route 7A,Copake,12516,Columbia,POINT (-73.55089 42.10377)
"Key Bank, National Association",135 Route 44 East,Millerton,12546,Dutchess,POINT (-73.50157 41.95286)
"Key Bank, National Association",3083 Carman Road,Rotterdam,12303,Schenectady,POINT (-73.9385 42.76329)
"Key Bank, National Association",1742--1744 Union Street,Schenectady,12309,Schenectady,POINT (-73.90041 42.80307)
"Key Bank, National Association",41 Kellogg Road,New Hartford,13413,Oneida,POINT (-75.2781 43.05468)
"Key Bank, National Association",1725 Black River Boulevard,Rome,13440,Oneida,POINT (-75.43873 43.23264)
"Key Bank, National Association",1017 Broadway,Buffalo,14212,Erie,POINT (-78.83684 42.89323)
"Key Bank, National Association",421 Second Street,Youngstown,14174,Niagara,POINT (-79.04857 43.24963)
"Key Bank, National Association",48 North Main Street,Albion,14411,Orleans,POINT (-78.19418 43.24726)
"Key Bank, National Association",5110 Main Street,Williamsville,14221,Erie,POINT (-78.76229 42.95997)
"Key Bank, National Association",Main Street & Chippewa,Buffalo,14202,Erie,
"Key Bank, National Association",2 Franklin Avenue,Clinton,13323,Oneida,POINT (-75.38164 43.04799)
"Key Bank, National Association",860 NYS Route 13,Cortland,13045,Cortland,POINT (-76.21768 42.57269)
"Key Bank, National Association",One North Main Street,Cortland,13045,Cortland,POINT (-76.18048 42.60211)
"Key Bank, National Association",95 Wolf Road,Colonie,12205,Albany,POINT (-73.81105 42.71525)
"Key Bank, National Association",615 Columbia Turnpike,East Greenbush,12061,Rensselaer,POINT (-73.70662 42.59622)
"Key Bank, National Association",315 State Street,Schenectady,12305,Schenectady,POINT (-73.94308 42.81421)
"Key Bank, National Association",320 Orchard Park Road,West Seneca,14224,Erie,POINT (-78.78677 42.83502)
"Key Bank, National Association",3030 Union Road,Orchard Park,14127,Erie,POINT (-78.75233 42.8028)
"Key Bank, National Association",74 Brookside,Chester,10918,Orange,POINT (-74.28283 41.3568)
"Key Bank, National Association",538 Riverside Drive,Clayton,13624,Jefferson,POINT (-76.08928 44.24185)
"Key Bank, National Association",410 Towne Road,Fayetteville,13066,Onondaga,POINT (-76.01897 43.02948)
"Key Bank, National Association",369 Fairmount Avenue,Lakewood,14750,Chautauqua,POINT (-79.29955 42.09899)
"Key Bank, National Association",1 Western Avenue,Marlboro,12542,Ulster,POINT (-73.97196 41.60554)
"Key Bank, National Association",380 State Route 3,Plattsburgh,12901,Clinton,POINT (-73.48551 44.69697)
"Key Bank, National Association",4763 Salina Street,Pulaski,13142,Oswego,POINT (-76.12704 43.56241)
"Key Bank, National Association",3 Maple Road,Voorheesville,12186,Albany,POINT (-73.92443 42.64964)
"Key Bank, National Association",3 North Route 9W and Railroad Ave,West Haverstraw,10993,Rockland,POINT (-73.98556 41.20999)
"Key Bank, National Association",46 College Avenue,Nanuet,10954,Rockland,POINT (-74.00758 41.09403)
"Key Bank, National Association",270 South Little Tor Road,New City,10956,Rockland,POINT (-74.00189 41.12991)
"Key Bank, National Association",3000 East Main Street,Corlandt Manor,10567,Westchester,POINT (-73.87866 41.30619)
"Key Bank, National Association",76 Virginia Road,North White Plains,10603,Westchester,POINT (-73.77683 41.06405)
"Key Bank, National Association",65 Dutch Hill Road,Orangeburg,10962,Rockland,POINT (-73.95427 41.04577)
"Key Bank, National Association",59 Route 59,Suffern,10901,Rockland,POINT (-74.12967 41.1122)
"Key Bank, National Association",28 LeCount Place,New Rochelle,10801,Westchester,POINT (-73.78039 40.91085)
"Key Bank, National Association",75 North Broadway,Tarrytown,10591,Westchester,POINT (-73.8577 41.07904)
"Key Bank, National Association",270 Martine Avenue,White Plains,10601,Westchester,POINT (-73.76324 41.03215)
"Key Bank, National Association",115 South Main Street,New City,10954,Rockland,POINT (-73.99058 41.14329)
"Key Bank, National Association",11 East 22nd Street,New York,10010,New York,POINT (-73.98884 40.74036)
"Key Bank, National Association",Oakwood Commons,Poughkeepsie,12601,Dutchess,
"Key Bank, National Association",703 Ridge Road,Lackawanna,14218,Erie,POINT (-78.82556 42.82579)
"Key Bank, National Association",131 Oriskany Boulevard,Whitesboro,13492,Oneida,POINT (-75.29383 43.11984)
"Key Bank, National Association",65 Court Street,Binghamton,13901,Broome,POINT (-75.9122 42.0987)
"Key Bank, National Association",1510 South Park Avenue,Buffalo,14220,Erie,POINT (-78.82871 42.85672)
"Key Bank, National Association",150 Main Street,Lockport,14094,Niagara,POINT (-78.68888 43.17069)
"Key Bank, National Association",13235 State Route 11,Adams,13606,Jefferson,POINT (-76.00593 43.85968)
"Key Bank, National Association",8550 Transit Road,East Amherst,14051,Erie,POINT (-78.69771 43.00054)
"Key Bank, National Association",47 Court Street,Buffalo,14240,Erie,POINT (-78.87626 42.88609)
"Key Bank, National Association",2421 Main Street,Buffalo,14214,Erie,POINT (-78.84384 42.9342)
"Key Bank, National Association",5173 Sheridan Drive,Williamsville,14221,Erie,POINT (-78.74124 42.97803)
"Key Bank, National Association",738 Route 9,Fishkill,12524,Dutchess,POINT (-73.90074 41.53886)
"Key Bank, National Association",370 Delaware Avenue,Delmar,12054,Albany,POINT (-73.83203 42.62226)
"Key Bank, National Association",121 South First Street,Fulton,13069,Oswego,POINT (-76.41592 43.32171)
"Key Bank, National Association",66 Main Street,Geneseo,14454,Livingston,POINT (-77.8167 42.79657)
"Key Bank, National Association",2066 George Urban Boulevard,Depew,14043,Erie,POINT (-78.73524 42.919)
"Key Bank, National Association",62 Church Street,Gouverneur,13642,St. Lawrence,POINT (-75.46666 44.33538)
"Key Bank, National Association",25 Main Street,Hamburg,14075,Erie,POINT (-78.83043 42.71621)
"Key Bank, National Association",55 Main Street,Phoenicia,12464,Ulster,POINT (-74.31453 42.0832)
"Key Bank, National Association",2929 Union Road,Cheektowaga,14227,Erie,POINT (-78.75361 42.89245)
"Key Bank, National Association",3134 Bailey Avenue,Buffalo,14215,Erie,POINT (-78.81366 42.93998)
"Key Bank, National Association",10 East Genesee Street,Baldwinsville,13027,Onondaga,POINT (-76.33153 43.15878)
"Key Bank, National Association",1930 Niagara Falls Boulevard,Tonawanda,14150,Erie,POINT (-78.8234 43.00698)
"Key Bank, National Association",3550 Brewerton Road,North Syracuse,13212,Onondaga,POINT (-76.14524 43.11473)
"Key Bank, National Association",5318 Genesee Street,Camillus,13031,Onondaga,POINT (-76.27155 43.04143)
"Key Bank, National Association",5510 Camp Road,Hamburg,14075,Erie,POINT (-78.84344 42.73708)
"Key Bank, National Association",525 Titus Avenue,Rochester,14617,Monroe,POINT (-77.60264 43.2087)
"Key Bank, National Association",1308 Washington Street,Watertown,13601,Jefferson,POINT (-75.9147 43.95845)
"Key Bank, National Association",154 Quaker Road,Queensbury,12804,Warren,POINT (-73.6595 43.332)
"Key Bank, National Association",2327 Route 9 West,Ravena,12143,Albany,POINT (-73.81918 42.47696)
"Key Bank, National Association",28 West Market Street,Red Hook,12571,Dutchess,POINT (-73.87675 41.99526)
"Key Bank, National Association",16 Second Avenue,Rensselaer,12144,Rensselaer,POINT (-73.74644 42.63815)
